Wk,Date,Rk.1,Prev,Chng,team,team_location
19,Final,4,7,3,Arizona,"Tucson, Arizona"
1,Preseason,12,,—,Arizona,"Tucson, Arizona"
2,2015-11-16,12,12,-,Arizona,"Tucson, Arizona"
3,2015-11-23,11,12,1,Arizona,"Tucson, Arizona"
4,2015-11-30,19,11,8,Arizona,"Tucson, Arizona"
5,2015-12-07,13,19,6,Arizona,"Tucson, Arizona"
6,2015-12-14,13,13,-,Arizona,"Tucson, Arizona"
7,2015-12-21,8,13,5,Arizona,"Tucson, Arizona"
8,2015-12-28,8,8,-,Arizona,"Tucson, Arizona"
9,2016-01-04,7,8,1,Arizona,"Tucson, Arizona"
10,2016-01-11,18,7,11,Arizona,"Tucson, Arizona"
11,2016-01-18,12,18,6,Arizona,"Tucson, Arizona"
12,2016-01-25,18,12,6,Arizona,"Tucson, Arizona"
13,2016-02-01,23,18,5,Arizona,"Tucson, Arizona"
14,2016-02-08,17,23,6,Arizona,"Tucson, Arizona"
15,2016-02-15,12,17,5,Arizona,"Tucson, Arizona"
16,2016-02-22,8,12,4,Arizona,"Tucson, Arizona"
17,2016-02-29,18,8,10,Arizona,"Tucson, Arizona"
18,2016-03-07,15,18,3,Arizona,"Tucson, Arizona"
19,Final,17,15,2,Arizona,"Tucson, Arizona"
1,Preseason,2,,—,Arizona,"Tucson, Arizona"
2,2014-11-17,2,2,-,Arizona,"Tucson, Arizona"
3,2014-11-24,3,2,1,Arizona,"Tucson, Arizona"
4,2014-12-01,3,3,-,Arizona,"Tucson, Arizona"
5,2014-12-08,3,3,-,Arizona,"Tucson, Arizona"
6,2014-12-15,3,3,-,Arizona,"Tucson, Arizona"
7,2014-12-22,3,3,-,Arizona,"Tucson, Arizona"
8,2014-12-29,8,3,5,Arizona,"Tucson, Arizona"
9,2015-01-05,7,8,1,Arizona,"Tucson, Arizona"
10,2015-01-12,10,7,3,Arizona,"Tucson, Arizona"
11,2015-01-19,7,10,3,Arizona,"Tucson, Arizona"
12,2015-01-26,6,7,1,Arizona,"Tucson, Arizona"
13,2015-02-02,6,6,-,Arizona,"Tucson, Arizona"
14,2015-02-09,7,6,1,Arizona,"Tucson, Arizona"
15,2015-02-16,7,7,-,Arizona,"Tucson, Arizona"
16,2015-02-23,7,7,-,Arizona,"Tucson, Arizona"
17,2015-03-02,5,7,2,Arizona,"Tucson, Arizona"
18,2015-03-09,5,5,-,Arizona,"Tucson, Arizona"
19,Final,5,5,-,Arizona,"Tucson, Arizona"
1,Preseason,6,,—,Arizona,"Tucson, Arizona"
2,2013-11-11,6,6,-,Arizona,"Tucson, Arizona"
3,2013-11-18,5,6,1,Arizona,"Tucson, Arizona"
4,2013-11-25,4,5,1,Arizona,"Tucson, Arizona"
5,2013-12-02,2,4,2,Arizona,"Tucson, Arizona"
6,2013-12-09,1,2,1,Arizona,"Tucson, Arizona"
7,2013-12-16,1,1,-,Arizona,"Tucson, Arizona"
8,2013-12-23,1,1,-,Arizona,"Tucson, Arizona"
9,2013-12-30,1,1,-,Arizona,"Tucson, Arizona"
10,2014-01-06,1,1,-,Arizona,"Tucson, Arizona"
11,2014-01-13,1,1,-,Arizona,"Tucson, Arizona"
12,2014-01-20,1,1,-,Arizona,"Tucson, Arizona"
13,2014-01-27,1,1,-,Arizona,"Tucson, Arizona"
14,2014-02-03,2,1,1,Arizona,"Tucson, Arizona"
15,2014-02-10,2,2,-,Arizona,"Tucson, Arizona"
16,2014-02-17,4,2,2,Arizona,"Tucson, Arizona"
17,2014-02-24,3,4,1,Arizona,"Tucson, Arizona"
18,2014-03-03,3,3,-,Arizona,"Tucson, Arizona"
19,2014-03-10,4,3,1,Arizona,"Tucson, Arizona"
20,Final,4,4,-,Arizona,"Tucson, Arizona"
1,Preseason,12,,—,Arizona,"Tucson, Arizona"
2,2012-11-12,12,12,-,Arizona,"Tucson, Arizona"
3,2012-11-19,10,12,2,Arizona,"Tucson, Arizona"
4,2012-11-26,9,10,1,Arizona,"Tucson, Arizona"
5,2012-12-03,8,9,1,Arizona,"Tucson, Arizona"
6,2012-12-10,8,8,-,Arizona,"Tucson, Arizona"
7,2012-12-17,4,8,4,Arizona,"Tucson, Arizona"
8,2012-12-24,3,4,1,Arizona,"Tucson, Arizona"
9,2012-12-31,3,3,-,Arizona,"Tucson, Arizona"
10,2013-01-07,4,3,1,Arizona,"Tucson, Arizona"
11,2013-01-14,7,4,3,Arizona,"Tucson, Arizona"
12,2013-01-21,6,7,1,Arizona,"Tucson, Arizona"
13,2013-01-28,8,6,2,Arizona,"Tucson, Arizona"
14,2013-02-04,7,8,1,Arizona,"Tucson, Arizona"
15,2013-02-11,9,7,2,Arizona,"Tucson, Arizona"
16,2013-02-18,12,9,3,Arizona,"Tucson, Arizona"
17,2013-02-25,11,12,1,Arizona,"Tucson, Arizona"
18,2013-03-04,18,11,7,Arizona,"Tucson, Arizona"
19,2013-03-11,18,18,-,Arizona,"Tucson, Arizona"
20,Final,21,18,3,Arizona,"Tucson, Arizona"
1,Preseason,16,,—,Arizona,"Tucson, Arizona"
2,2011-11-14,15,16,1,Arizona,"Tucson, Arizona"
3,2011-11-21,23,15,8,Arizona,"Tucson, Arizona"
13,2011-01-31,21,,,Arizona,"Tucson, Arizona"
14,2011-02-07,15,21,6,Arizona,"Tucson, Arizona"
15,2011-02-14,12,15,3,Arizona,"Tucson, Arizona"
16,2011-02-21,10,12,2,Arizona,"Tucson, Arizona"
17,2011-02-28,18,10,8,Arizona,"Tucson, Arizona"
18,2011-03-07,16,18,2,Arizona,"Tucson, Arizona"
19,Final,17,16,1,Arizona,"Tucson, Arizona"
1,Preseason,17,,—,Arizona,"Tucson, Arizona"
2,2007-11-12,17,17,-,Arizona,"Tucson, Arizona"
5,2007-12-03,22,,,Arizona,"Tucson, Arizona"
6,2007-12-10,21,22,1,Arizona,"Tucson, Arizona"
7,2007-12-17,19,21,2,Arizona,"Tucson, Arizona"
8,2007-12-24,17,19,2,Arizona,"Tucson, Arizona"
9,2007-12-31,21,17,4,Arizona,"Tucson, Arizona"
1,Preseason,10,,—,Arizona,"Tucson, Arizona"
2,2006-11-13,15,10,5,Arizona,"Tucson, Arizona"
3,2006-11-20,15,15,-,Arizona,"Tucson, Arizona"
4,2006-11-27,16,15,1,Arizona,"Tucson, Arizona"
5,2006-12-04,14,16,2,Arizona,"Tucson, Arizona"
6,2006-12-11,10,14,4,Arizona,"Tucson, Arizona"
7,2006-12-18,9,10,1,Arizona,"Tucson, Arizona"
8,2006-12-25,7,9,2,Arizona,"Tucson, Arizona"
9,2007-01-01,7,7,-,Arizona,"Tucson, Arizona"
10,2007-01-08,10,7,3,Arizona,"Tucson, Arizona"
11,2007-01-15,11,10,1,Arizona,"Tucson, Arizona"
12,2007-01-22,17,11,6,Arizona,"Tucson, Arizona"
13,2007-01-29,20,17,3,Arizona,"Tucson, Arizona"
14,2007-02-05,24,20,4,Arizona,"Tucson, Arizona"
15,2007-02-12,19,24,5,Arizona,"Tucson, Arizona"
1,Preseason,10,,—,Arizona,"Tucson, Arizona"
2,2005-11-14,10,10,-,Arizona,"Tucson, Arizona"
3,2005-11-21,9,10,1,Arizona,"Tucson, Arizona"
4,2005-11-28,15,9,6,Arizona,"Tucson, Arizona"
5,2005-12-05,24,15,9,Arizona,"Tucson, Arizona"
6,2005-12-12,24,24,-,Arizona,"Tucson, Arizona"
9,2006-01-02,21,,,Arizona,"Tucson, Arizona"
10,2006-01-09,24,21,3,Arizona,"Tucson, Arizona"
1,Preseason,10,,—,Arizona,"Tucson, Arizona"
2,2004-11-15,10,10,-,Arizona,"Tucson, Arizona"
3,2004-11-22,18,10,8,Arizona,"Tucson, Arizona"
4,2004-11-29,21,18,3,Arizona,"Tucson, Arizona"
5,2004-12-06,15,21,6,Arizona,"Tucson, Arizona"
6,2004-12-13,15,15,-,Arizona,"Tucson, Arizona"
7,2004-12-20,14,15,1,Arizona,"Tucson, Arizona"
8,2004-12-27,14,14,-,Arizona,"Tucson, Arizona"
9,2005-01-03,13,14,1,Arizona,"Tucson, Arizona"
10,2005-01-10,17,13,4,Arizona,"Tucson, Arizona"
11,2005-01-17,13,17,4,Arizona,"Tucson, Arizona"
12,2005-01-24,11,13,2,Arizona,"Tucson, Arizona"
13,2005-01-31,14,11,3,Arizona,"Tucson, Arizona"
14,2005-02-07,12,14,2,Arizona,"Tucson, Arizona"
15,2005-02-14,10,12,2,Arizona,"Tucson, Arizona"
16,2005-02-21,9,10,1,Arizona,"Tucson, Arizona"
17,2005-02-28,11,9,2,Arizona,"Tucson, Arizona"
18,2005-03-07,8,11,3,Arizona,"Tucson, Arizona"
19,Final,9,8,1,Arizona,"Tucson, Arizona"
1,Preseason,4,,—,Arizona,"Tucson, Arizona"
2,2003-11-24,4,4,-,Arizona,"Tucson, Arizona"
3,2003-12-01,7,4,3,Arizona,"Tucson, Arizona"
4,2003-12-08,9,7,2,Arizona,"Tucson, Arizona"
5,2003-12-15,7,9,2,Arizona,"Tucson, Arizona"
6,2003-12-22,5,7,2,Arizona,"Tucson, Arizona"
7,2003-12-31,4,5,1,Arizona,"Tucson, Arizona"
8,2004-01-05,3,4,1,Arizona,"Tucson, Arizona"
9,2004-01-12,7,3,4,Arizona,"Tucson, Arizona"
10,2004-01-19,14,7,7,Arizona,"Tucson, Arizona"
11,2004-01-26,9,14,5,Arizona,"Tucson, Arizona"
12,2004-02-02,12,9,3,Arizona,"Tucson, Arizona"
13,2004-02-09,16,12,4,Arizona,"Tucson, Arizona"
14,2004-02-16,14,16,2,Arizona,"Tucson, Arizona"
15,2004-02-23,17,14,3,Arizona,"Tucson, Arizona"
16,2004-03-01,22,17,5,Arizona,"Tucson, Arizona"
17,2004-03-08,21,22,1,Arizona,"Tucson, Arizona"
18,Final,22,21,1,Arizona,"Tucson, Arizona"
1,Preseason,1,,—,Arizona,"Tucson, Arizona"
2,2002-11-18,1,1,-,Arizona,"Tucson, Arizona"
3,2002-11-25,1,1,-,Arizona,"Tucson, Arizona"
4,2002-12-02,1,1,-,Arizona,"Tucson, Arizona"
5,2002-12-09,1,1,-,Arizona,"Tucson, Arizona"
6,2002-12-16,1,1,-,Arizona,"Tucson, Arizona"
7,2002-12-23,4,1,3,Arizona,"Tucson, Arizona"
8,2002-12-30,4,4,-,Arizona,"Tucson, Arizona"
9,2003-01-06,2,4,2,Arizona,"Tucson, Arizona"
10,2003-01-13,2,2,-,Arizona,"Tucson, Arizona"
11,2003-01-20,1,2,1,Arizona,"Tucson, Arizona"
12,2003-01-27,1,1,-,Arizona,"Tucson, Arizona"
13,2003-02-03,2,1,1,Arizona,"Tucson, Arizona"
14,2003-02-10,1,2,1,Arizona,"Tucson, Arizona"
15,2003-02-17,1,1,-,Arizona,"Tucson, Arizona"
16,2003-02-24,1,1,-,Arizona,"Tucson, Arizona"
17,2003-03-03,1,1,-,Arizona,"Tucson, Arizona"
18,2003-03-10,1,1,-,Arizona,"Tucson, Arizona"
19,Final,2,1,1,Arizona,"Tucson, Arizona"
2,2001-11-19,8,,,Arizona,"Tucson, Arizona"
3,2001-11-26,4,8,4,Arizona,"Tucson, Arizona"
4,2001-12-03,7,4,3,Arizona,"Tucson, Arizona"
5,2001-12-10,6,7,1,Arizona,"Tucson, Arizona"
6,2001-12-17,11,6,5,Arizona,"Tucson, Arizona"
7,2001-12-24,14,11,3,Arizona,"Tucson, Arizona"
8,2001-12-31,15,14,1,Arizona,"Tucson, Arizona"
9,2002-01-07,20,15,5,Arizona,"Tucson, Arizona"
10,2002-01-14,15,20,5,Arizona,"Tucson, Arizona"
11,2002-01-21,10,15,5,Arizona,"Tucson, Arizona"
12,2002-01-28,19,10,9,Arizona,"Tucson, Arizona"
13,2002-02-04,11,19,8,Arizona,"Tucson, Arizona"
14,2002-02-11,9,11,2,Arizona,"Tucson, Arizona"
15,2002-02-18,14,9,5,Arizona,"Tucson, Arizona"
16,2002-02-25,14,14,-,Arizona,"Tucson, Arizona"
17,2002-03-04,15,14,1,Arizona,"Tucson, Arizona"
18,Final,7,15,8,Arizona,"Tucson, Arizona"
1,Preseason,1,,—,Arizona,"Tucson, Arizona"
2,2000-11-13,1,1,-,Arizona,"Tucson, Arizona"
3,2000-11-20,1,1,-,Arizona,"Tucson, Arizona"
4,2000-11-27,5,1,4,Arizona,"Tucson, Arizona"
5,2000-12-04,5,5,-,Arizona,"Tucson, Arizona"
6,2000-12-11,7,5,2,Arizona,"Tucson, Arizona"
7,2000-12-18,10,7,3,Arizona,"Tucson, Arizona"
8,2000-12-25,12,10,2,Arizona,"Tucson, Arizona"
9,2001-01-01,16,12,4,Arizona,"Tucson, Arizona"
10,2001-01-08,21,16,5,Arizona,"Tucson, Arizona"
11,2001-01-15,17,21,4,Arizona,"Tucson, Arizona"
12,2001-01-22,12,17,5,Arizona,"Tucson, Arizona"
13,2001-01-29,7,12,5,Arizona,"Tucson, Arizona"
14,2001-02-05,11,7,4,Arizona,"Tucson, Arizona"
15,2001-02-12,8,11,3,Arizona,"Tucson, Arizona"
16,2001-02-19,8,8,-,Arizona,"Tucson, Arizona"
17,2001-02-26,9,8,1,Arizona,"Tucson, Arizona"
18,2001-03-05,8,9,1,Arizona,"Tucson, Arizona"
19,Final,5,8,3,Arizona,"Tucson, Arizona"
1,Preseason,9,,—,Arizona,"Tucson, Arizona"
2,1999-11-15,10,9,1,Arizona,"Tucson, Arizona"
3,1999-11-22,8,10,2,Arizona,"Tucson, Arizona"
4,1999-11-29,4,8,4,Arizona,"Tucson, Arizona"
5,1999-12-06,2,4,2,Arizona,"Tucson, Arizona"
6,1999-12-13,4,2,2,Arizona,"Tucson, Arizona"
7,1999-12-20,3,4,1,Arizona,"Tucson, Arizona"
8,1999-12-27,5,3,2,Arizona,"Tucson, Arizona"
9,2000-01-03,5,5,-,Arizona,"Tucson, Arizona"
10,2000-01-10,2,5,3,Arizona,"Tucson, Arizona"
11,2000-01-17,2,2,-,Arizona,"Tucson, Arizona"
12,2000-01-24,5,2,3,Arizona,"Tucson, Arizona"
13,2000-01-31,9,5,4,Arizona,"Tucson, Arizona"
14,2000-02-07,7,9,2,Arizona,"Tucson, Arizona"
15,2000-02-14,4,7,3,Arizona,"Tucson, Arizona"
16,2000-02-21,4,4,-,Arizona,"Tucson, Arizona"
17,2000-02-28,3,4,1,Arizona,"Tucson, Arizona"
18,2000-03-06,9,3,6,Arizona,"Tucson, Arizona"
19,Final,4,9,5,Arizona,"Tucson, Arizona"
1,Preseason,18,,—,Arizona,"Tucson, Arizona"
2,1998-11-16,12,18,6,Arizona,"Tucson, Arizona"
3,1998-11-23,11,12,1,Arizona,"Tucson, Arizona"
4,1998-11-30,13,11,2,Arizona,"Tucson, Arizona"
5,1998-12-07,8,13,5,Arizona,"Tucson, Arizona"
6,1998-12-14,8,8,-,Arizona,"Tucson, Arizona"
7,1998-12-21,8,8,-,Arizona,"Tucson, Arizona"
8,1998-12-28,6,8,2,Arizona,"Tucson, Arizona"
9,1999-01-04,8,6,2,Arizona,"Tucson, Arizona"
10,1999-01-11,7,8,1,Arizona,"Tucson, Arizona"
11,1999-01-18,9,7,2,Arizona,"Tucson, Arizona"
12,1999-01-25,13,9,4,Arizona,"Tucson, Arizona"
13,1999-02-01,10,13,3,Arizona,"Tucson, Arizona"
14,1999-02-08,10,10,-,Arizona,"Tucson, Arizona"
15,1999-02-15,8,10,2,Arizona,"Tucson, Arizona"
16,1999-02-22,7,8,1,Arizona,"Tucson, Arizona"
17,1999-03-01,13,7,6,Arizona,"Tucson, Arizona"
18,Final,12,13,1,Arizona,"Tucson, Arizona"
1,Preseason,1,,—,Arizona,"Tucson, Arizona"
2,1997-11-17,1,1,-,Arizona,"Tucson, Arizona"
3,1997-11-24,1,1,-,Arizona,"Tucson, Arizona"
4,1997-12-01,4,1,3,Arizona,"Tucson, Arizona"
5,1997-12-08,6,4,2,Arizona,"Tucson, Arizona"
6,1997-12-15,5,6,1,Arizona,"Tucson, Arizona"
7,1997-12-22,5,5,-,Arizona,"Tucson, Arizona"
8,1997-12-29,8,5,3,Arizona,"Tucson, Arizona"
9,1998-01-05,5,8,3,Arizona,"Tucson, Arizona"
10,1998-01-12,5,5,-,Arizona,"Tucson, Arizona"
11,1998-01-19,6,5,1,Arizona,"Tucson, Arizona"
12,1998-01-26,6,6,-,Arizona,"Tucson, Arizona"
13,1998-02-02,4,6,2,Arizona,"Tucson, Arizona"
14,1998-02-09,3,4,1,Arizona,"Tucson, Arizona"
15,1998-02-16,3,3,-,Arizona,"Tucson, Arizona"
16,1998-02-23,2,3,1,Arizona,"Tucson, Arizona"
17,1998-03-02,2,2,-,Arizona,"Tucson, Arizona"
18,Final,4,2,2,Arizona,"Tucson, Arizona"
1,Preseason,19,,—,Arizona,"Tucson, Arizona"
2,1996-11-18,19,19,-,Arizona,"Tucson, Arizona"
3,1996-11-25,11,19,8,Arizona,"Tucson, Arizona"
4,1996-12-02,15,11,4,Arizona,"Tucson, Arizona"
5,1996-12-09,8,15,7,Arizona,"Tucson, Arizona"
6,1996-12-16,6,8,2,Arizona,"Tucson, Arizona"
7,1996-12-23,9,6,3,Arizona,"Tucson, Arizona"
8,1996-12-30,9,9,-,Arizona,"Tucson, Arizona"
9,1997-01-06,7,9,2,Arizona,"Tucson, Arizona"
10,1997-01-13,6,7,1,Arizona,"Tucson, Arizona"
11,1997-01-20,11,6,5,Arizona,"Tucson, Arizona"
12,1997-01-27,10,11,1,Arizona,"Tucson, Arizona"
13,1997-02-03,14,10,4,Arizona,"Tucson, Arizona"
14,1997-02-10,11,14,3,Arizona,"Tucson, Arizona"
15,1997-02-17,13,11,2,Arizona,"Tucson, Arizona"
16,1997-02-24,15,13,2,Arizona,"Tucson, Arizona"
17,1997-03-03,12,15,3,Arizona,"Tucson, Arizona"
18,Final,15,12,3,Arizona,"Tucson, Arizona"
2,1995-11-20,19,,,Arizona,"Tucson, Arizona"
3,1995-11-27,4,19,15,Arizona,"Tucson, Arizona"
4,1995-12-04,4,4,-,Arizona,"Tucson, Arizona"
5,1995-12-11,4,4,-,Arizona,"Tucson, Arizona"
6,1995-12-18,3,4,1,Arizona,"Tucson, Arizona"
7,1995-12-25,9,3,6,Arizona,"Tucson, Arizona"
8,1996-01-01,9,9,-,Arizona,"Tucson, Arizona"
9,1996-01-08,18,9,9,Arizona,"Tucson, Arizona"
10,1996-01-15,18,18,-,Arizona,"Tucson, Arizona"
11,1996-01-22,13,18,5,Arizona,"Tucson, Arizona"
12,1996-01-29,14,13,1,Arizona,"Tucson, Arizona"
13,1996-02-05,16,14,2,Arizona,"Tucson, Arizona"
14,1996-02-12,13,16,3,Arizona,"Tucson, Arizona"
15,1996-02-19,13,13,-,Arizona,"Tucson, Arizona"
16,1996-02-26,11,13,2,Arizona,"Tucson, Arizona"
17,1996-03-04,11,11,-,Arizona,"Tucson, Arizona"
18,Final,11,11,-,Arizona,"Tucson, Arizona"
1,Preseason,5,,—,Arizona,"Tucson, Arizona"
2,1994-11-21,5,5,-,Arizona,"Tucson, Arizona"
3,1994-11-28,9,5,4,Arizona,"Tucson, Arizona"
4,1994-12-05,8,9,1,Arizona,"Tucson, Arizona"
5,1994-12-12,7,8,1,Arizona,"Tucson, Arizona"
6,1994-12-19,6,7,1,Arizona,"Tucson, Arizona"
7,1994-12-26,10,6,4,Arizona,"Tucson, Arizona"
8,1995-01-02,9,10,1,Arizona,"Tucson, Arizona"
9,1995-01-09,13,9,4,Arizona,"Tucson, Arizona"
10,1995-01-16,11,13,2,Arizona,"Tucson, Arizona"
11,1995-01-23,12,11,1,Arizona,"Tucson, Arizona"
12,1995-01-30,12,12,-,Arizona,"Tucson, Arizona"
13,1995-02-06,9,12,3,Arizona,"Tucson, Arizona"
14,1995-02-13,12,9,3,Arizona,"Tucson, Arizona"
15,1995-02-20,13,12,1,Arizona,"Tucson, Arizona"
16,1995-02-27,12,13,1,Arizona,"Tucson, Arizona"
17,1995-03-06,12,12,-,Arizona,"Tucson, Arizona"
18,Final,15,12,3,Arizona,"Tucson, Arizona"
1,Preseason,18,,—,Arizona,"Tucson, Arizona"
2,1993-11-22,19,18,1,Arizona,"Tucson, Arizona"
3,1993-11-29,19,19,-,Arizona,"Tucson, Arizona"
4,1993-12-06,14,19,5,Arizona,"Tucson, Arizona"
5,1993-12-13,13,14,1,Arizona,"Tucson, Arizona"
6,1993-12-20,13,13,-,Arizona,"Tucson, Arizona"
7,1993-12-27,12,13,1,Arizona,"Tucson, Arizona"
8,1994-01-03,9,12,3,Arizona,"Tucson, Arizona"
9,1994-01-10,6,9,3,Arizona,"Tucson, Arizona"
10,1994-01-17,9,6,3,Arizona,"Tucson, Arizona"
11,1994-01-24,13,9,4,Arizona,"Tucson, Arizona"
12,1994-01-31,12,13,1,Arizona,"Tucson, Arizona"
13,1994-02-07,16,12,4,Arizona,"Tucson, Arizona"
14,1994-02-14,15,16,1,Arizona,"Tucson, Arizona"
15,1994-02-21,9,15,6,Arizona,"Tucson, Arizona"
16,1994-02-28,8,9,1,Arizona,"Tucson, Arizona"
17,1994-03-07,7,8,1,Arizona,"Tucson, Arizona"
18,Final,9,7,2,Arizona,"Tucson, Arizona"
1,Preseason,10,,—,Arizona,"Tucson, Arizona"
2,1992-11-23,10,10,-,Arizona,"Tucson, Arizona"
3,1992-11-30,9,10,1,Arizona,"Tucson, Arizona"
4,1992-12-07,14,9,5,Arizona,"Tucson, Arizona"
5,1992-12-14,15,14,1,Arizona,"Tucson, Arizona"
6,1992-12-21,14,15,1,Arizona,"Tucson, Arizona"
7,1992-12-28,22,14,8,Arizona,"Tucson, Arizona"
8,1993-01-04,20,22,2,Arizona,"Tucson, Arizona"
9,1993-01-11,12,20,8,Arizona,"Tucson, Arizona"
10,1993-01-18,11,12,1,Arizona,"Tucson, Arizona"
11,1993-01-25,8,11,3,Arizona,"Tucson, Arizona"
12,1993-02-01,8,8,-,Arizona,"Tucson, Arizona"
13,1993-02-08,5,8,3,Arizona,"Tucson, Arizona"
14,1993-02-15,4,5,1,Arizona,"Tucson, Arizona"
15,1993-02-22,4,4,-,Arizona,"Tucson, Arizona"
16,1993-03-01,3,4,1,Arizona,"Tucson, Arizona"
17,1993-03-08,6,3,3,Arizona,"Tucson, Arizona"
18,Final,5,6,1,Arizona,"Tucson, Arizona"
1,Preseason,5,,—,Arizona,"Tucson, Arizona"
2,1991-11-25,3,5,2,Arizona,"Tucson, Arizona"
3,1991-12-02,3,3,-,Arizona,"Tucson, Arizona"
4,1991-12-09,2,3,1,Arizona,"Tucson, Arizona"
5,1991-12-16,2,2,-,Arizona,"Tucson, Arizona"
6,1991-12-23,6,2,4,Arizona,"Tucson, Arizona"
7,1991-12-30,6,6,-,Arizona,"Tucson, Arizona"
8,1992-01-06,6,6,-,Arizona,"Tucson, Arizona"
9,1992-01-13,7,6,1,Arizona,"Tucson, Arizona"
10,1992-01-20,11,7,4,Arizona,"Tucson, Arizona"
11,1992-01-27,9,11,2,Arizona,"Tucson, Arizona"
12,1992-02-03,7,9,2,Arizona,"Tucson, Arizona"
13,1992-02-10,7,7,-,Arizona,"Tucson, Arizona"
14,1992-02-17,5,7,2,Arizona,"Tucson, Arizona"
15,1992-02-24,5,5,-,Arizona,"Tucson, Arizona"
16,1992-03-02,4,5,1,Arizona,"Tucson, Arizona"
17,1992-03-09,2,4,2,Arizona,"Tucson, Arizona"
18,Final,10,2,8,Arizona,"Tucson, Arizona"
1,Preseason,3,,—,Arizona,"Tucson, Arizona"
2,1990-11-26,2,3,1,Arizona,"Tucson, Arizona"
3,1990-12-03,2,2,-,Arizona,"Tucson, Arizona"
4,1990-12-10,4,2,2,Arizona,"Tucson, Arizona"
5,1990-12-17,4,4,-,Arizona,"Tucson, Arizona"
6,1990-12-24,4,4,-,Arizona,"Tucson, Arizona"
7,1990-12-31,4,4,-,Arizona,"Tucson, Arizona"
8,1991-01-07,6,4,2,Arizona,"Tucson, Arizona"
9,1991-01-14,6,6,-,Arizona,"Tucson, Arizona"
10,1991-01-21,5,6,1,Arizona,"Tucson, Arizona"
11,1991-01-28,6,5,1,Arizona,"Tucson, Arizona"
12,1991-02-04,5,6,1,Arizona,"Tucson, Arizona"
13,1991-02-11,6,5,1,Arizona,"Tucson, Arizona"
14,1991-02-18,9,6,3,Arizona,"Tucson, Arizona"
15,1991-02-25,7,9,2,Arizona,"Tucson, Arizona"
16,1991-03-04,9,7,2,Arizona,"Tucson, Arizona"
17,Final,8,9,1,Arizona,"Tucson, Arizona"
1,Preseason,6,,—,Arizona,"Tucson, Arizona"
2,1989-11-27,2,6,4,Arizona,"Tucson, Arizona"
3,1989-12-04,20,2,18,Arizona,"Tucson, Arizona"
4,1989-12-11,20,20,-,Arizona,"Tucson, Arizona"
5,1989-12-18,22,20,2,Arizona,"Tucson, Arizona"
6,1989-12-25,21,22,1,Arizona,"Tucson, Arizona"
7,1990-01-01,19,21,2,Arizona,"Tucson, Arizona"
8,1990-01-08,18,19,1,Arizona,"Tucson, Arizona"
9,1990-01-15,23,18,5,Arizona,"Tucson, Arizona"
10,1990-01-22,19,23,4,Arizona,"Tucson, Arizona"
11,1990-01-29,24,19,5,Arizona,"Tucson, Arizona"
12,1990-02-05,22,24,2,Arizona,"Tucson, Arizona"
13,1990-02-12,20,22,2,Arizona,"Tucson, Arizona"
14,1990-02-19,21,20,1,Arizona,"Tucson, Arizona"
15,1990-02-26,23,21,2,Arizona,"Tucson, Arizona"
16,1990-03-05,15,23,8,Arizona,"Tucson, Arizona"
17,Final,14,15,1,Arizona,"Tucson, Arizona"
1,Preseason,11,,—,Arizona,"Tucson, Arizona"
2,1988-11-21,10,11,1,Arizona,"Tucson, Arizona"
3,1988-11-28,11,10,1,Arizona,"Tucson, Arizona"
4,1988-12-05,10,11,1,Arizona,"Tucson, Arizona"
5,1988-12-12,9,10,1,Arizona,"Tucson, Arizona"
6,1988-12-19,9,9,-,Arizona,"Tucson, Arizona"
7,1988-12-26,8,9,1,Arizona,"Tucson, Arizona"
8,1989-01-02,8,8,-,Arizona,"Tucson, Arizona"
9,1989-01-09,12,8,4,Arizona,"Tucson, Arizona"
10,1989-01-16,9,12,3,Arizona,"Tucson, Arizona"
11,1989-01-23,6,9,3,Arizona,"Tucson, Arizona"
12,1989-01-30,4,6,2,Arizona,"Tucson, Arizona"
13,1989-02-06,1,4,3,Arizona,"Tucson, Arizona"
14,1989-02-13,2,1,1,Arizona,"Tucson, Arizona"
15,1989-02-20,2,2,-,Arizona,"Tucson, Arizona"
16,1989-02-27,1,2,1,Arizona,"Tucson, Arizona"
17,1989-03-06,1,1,-,Arizona,"Tucson, Arizona"
18,Final,1,1,-,Arizona,"Tucson, Arizona"
1,Preseason,17,,—,Arizona,"Tucson, Arizona"
2,1987-11-30,9,17,8,Arizona,"Tucson, Arizona"
3,1987-12-07,4,9,5,Arizona,"Tucson, Arizona"
4,1987-12-14,2,4,2,Arizona,"Tucson, Arizona"
5,1987-12-21,1,2,1,Arizona,"Tucson, Arizona"
6,1987-12-28,1,1,-,Arizona,"Tucson, Arizona"
7,1988-01-04,3,1,2,Arizona,"Tucson, Arizona"
8,1988-01-11,1,3,2,Arizona,"Tucson, Arizona"
9,1988-01-18,1,1,-,Arizona,"Tucson, Arizona"
10,1988-01-25,1,1,-,Arizona,"Tucson, Arizona"
11,1988-02-01,1,1,-,Arizona,"Tucson, Arizona"
12,1988-02-08,3,1,2,Arizona,"Tucson, Arizona"
13,1988-02-15,3,3,-,Arizona,"Tucson, Arizona"
14,1988-02-22,3,3,-,Arizona,"Tucson, Arizona"
15,1988-02-29,3,3,-,Arizona,"Tucson, Arizona"
16,1988-03-07,3,3,-,Arizona,"Tucson, Arizona"
17,Final,2,3,1,Arizona,"Tucson, Arizona"
